query_id,best_hit,best_evalue,best_score,score_mean,score_std,score_gmean
tr|A0A7P0PE46|A0A7P0PE46_HUMAN,2VP4_D,7.3e-19,116.51,69.17,14.54,67.87
tr|A0A7P0T9T8|A0A7P0T9T8_HUMAN,7LUV_M,2.6e-45,319.12,185.94,54.35,176.50
tr|A0A804HHW9|A0A804HHW9_HUMAN,7D5C_A,1.2e-134,1068.84,312.25,222.79,241.32
tr|A0A804HIE2|A0A804HIE2_HUMAN,6DS5_A,1.7e-31,226.96,122.89,52.33,114.67
tr|A0A804HIW5|A0A804HIW5_HUMAN,6UCV_k,2.1,30.53,NaN,NaN,NaN
tr|A0A804HK86|A0A804HK86_HUMAN,1X9D_A,2.7e-96,724.97,460.60,85.91,453.92
tr|A0A8I5KPT4|A0A8I5KPT4_HUMAN,4C4A_A,2.1e-99,718.89,204.87,173.56,164.05
tr|A0A8I5KU89|A0A8I5KU89_HUMAN,7DVQ_z,1.9e-65,442.91,140.69,59.47,133.08
tr|A0A8I5KUG0|A0A8I5KUG0_HUMAN,1W7J_A,7.8e-146,1074.49,852.20,108.32,845.05
tr|A0A8I5KXB6|A0A8I5KXB6_HUMAN,3ZLC_B,5.4e-17,123.47,123.47,0.00,123.47
tr|A0A8I5KZ24|A0A8I5KZ24_HUMAN,5DM6_B,56.0,30.78,NaN,NaN,NaN
tr|A0A8Q3SIA3|A0A8Q3SIA3_HUMAN,7BAM_A,1.8e-257,2299.44,218.32,425.63,137.88
tr|A0A8Q3SIG1|A0A8Q3SIG1_HUMAN,1LSH_A,1.6e-58,545.11,229.19,169.61,178.69
tr|A0A8V8TKY5|A0A8V8TKY5_HUMAN,3HUF_C,5.6e-24,188.76,97.53,47.38,88.75
tr|A0A8V8TMJ9|A0A8V8TMJ9_HUMAN,3L5H_A,6.5e-63,451.24,100.91,39.75,96.13
tr|A0A8V8TNC0|A0A8V8TNC0_HUMAN,4ZRP_A,6.2e-41,290.58,236.03,33.09,233.83
tr|A0A8V8TPA6|A0A8V8TPA6_HUMAN,3E0J_C,7.4e-73,506.1,260.36,107.44,242.88
tr|A0A994J6T4|A0A994J6T4_HUMAN,5HOU_A,1.5e-19,152.24,105.67,23.04,103.21
tr|A6NC89|A6NC89_HUMAN,3POY_A,3.9e-31,262.76,109.62,47.39,101.05
tr|A6NFM0|A6NFM0_HUMAN,5XOG_K,2.4e-23,138.69,120.77,12.67,120.12
tr|A6NMQ3|A6NMQ3_HUMAN,6CB1_s,54.0,26.4,NaN,NaN,NaN
tr|A6PVH9|A6PVH9_HUMAN,6KXU_C,1.7e-74,510.57,184.55,153.26,139.18
sp|A8MUU1|FB5L3_HUMAN,5HBS_A,2.5e-13,81.3,72.72,3.38,72.64
tr|B1APE1|B1APE1_HUMAN,7NVU_M,1.3e-33,208.17,95.24,41.75,88.38
tr|B4DZU5|B4DZU5_HUMAN,7EGG_H,4.6e-53,357.36,198.20,131.33,154.44
tr|B7Z7N5|B7Z7N5_HUMAN,7EWR_C,9e-99,716.99,139.62,161.07,106.89
tr|C9IYB4|C9IYB4_HUMAN,2PNR_B,1.8e-30,209.23,161.33,46.13,152.78
tr|C9J066|C9J066_HUMAN,1IJ5_A,0.0001,74.47,NaN,NaN,NaN
tr|C9J2B6|C9J2B6_HUMAN,3G5B_A,4e-38,284.91,93.91,53.57,85.25
tr|C9J2Q4|C9J2Q4_HUMAN,2QAG_A,5.1e-41,254.52,72.02,31.38,68.08
tr|C9J5M4|C9J5M4_HUMAN,7NKX_Z,8.9,38.63,NaN,NaN,NaN
tr|C9J5Z8|C9J5Z8_HUMAN,7NFX_v,6.3e-17,103.15,98.84,4.32,98.74
tr|C9JCI2|C9JCI2_HUMAN,7DRT_A,1.2e-12,98.08,80.54,13.34,79.42
tr|C9JH95|C9JH95_HUMAN,3QOW_A,1.2e-39,271.69,213.56,42.45,209.23
tr|C9K048|C9K048_HUMAN,3VRP_A,1.3e-43,287.79,175.58,59.21,166.78
tr|D6RAF8|D6RAF8_HUMAN,7DVQ_4,4.9e-18,149.2,68.44,20.34,65.63
tr|D6RAY6|D6RAY6_HUMAN,7DL2_D,0.85,46.91,NaN,NaN,NaN
tr|E5RH81|E5RH81_HUMAN,5OGJ_A,3.4e-36,218.68,171.92,22.97,170.41
tr|E9PD12|E9PD12_HUMAN,4XI7_A,3.8e-76,552.08,161.32,52.46,155.27
tr|E9PDY4|E9PDY4_HUMAN,2Q7Z_A,5.5e-292,2533.58,167.60,306.92,114.45
tr|E9PFG9|E9PFG9_HUMAN,7KEK_E,28.0,35.89,NaN,NaN,NaN
tr|E9PHR9|E9PHR9_HUMAN,2Q4M_A,1.6e-07,69.27,69.27,0.00,69.27
tr|E9PIS9|E9PIS9_HUMAN,6PE2_A,3.7e-06,63.06,51.35,10.36,50.29
tr|E9PJ65|E9PJ65_HUMAN,6VRK_A,7.5e-31,209.33,174.07,16.31,173.33
tr|E9PKS9|E9PKS9_HUMAN,7B70_D,1e-38,238.91,106.34,54.08,97.41
tr|E9PQQ8|E9PQQ8_HUMAN,3L0S_C,1.1e-09,80.87,61.29,4.36,61.13
tr|E9PR58|E9PR58_HUMAN,6SNI_X,9.3e-41,304.7,304.70,0.00,304.70
tr|F2Z2P5|F2Z2P5_HUMAN,6U0O_B,17.0,24.62,NaN,NaN,NaN
tr|F2Z371|F2Z371_HUMAN,6PE2_A,2.3e-05,57.6,NaN,NaN,NaN
tr|F5H232|F5H232_HUMAN,1FQ1_A,2e-14,92.55,92.55,0.00,92.55
tr|F5H502|F5H502_HUMAN,7JZN_G,33.0,28.12,NaN,NaN,NaN
tr|F6M2K2|F6M2K2_HUMAN,7C4J_I,0.015,71.48,NaN,NaN,NaN
tr|F8VV52|F8VV52_HUMAN,5FU6_B,5.1e-46,318.35,188.13,76.96,173.93
tr|F8W7S1|F8W7S1_HUMAN,7NRC_A,44.0,40.23,NaN,NaN,NaN
tr|F8WCZ6|F8WCZ6_HUMAN,1ELV_A,8.7e-63,393.15,148.10,50.34,139.16
tr|G3V4K3|G3V4K3_HUMAN,5BUZ_E,6.4e-31,233.35,172.11,66.05,156.68
tr|G3V4T5|G3V4T5_HUMAN,1Q8K_A,6e-42,277.42,208.04,62.67,195.92
tr|G3V5R3|G3V5R3_HUMAN,5Z58_R,1.8e-54,385.11,328.90,94.32,308.86
tr|G3XAN0|G3XAN0_HUMAN,5T2A_AQ,2.8e-17,95.15,79.09,10.69,78.28
tr|G5E931|G5E931_HUMAN,6TML_i6,51.0,26.47,NaN,NaN,NaN
tr|G5E950|G5E950_HUMAN,4OPC_A,480.0,26.29,NaN,NaN,NaN
tr|G5E9G1|G5E9G1_HUMAN,5ZX5_D,9.7e-172,1427.3,325.34,376.64,201.50
tr|H0Y2P9|H0Y2P9_HUMAN,6IDF_B,120.0,30.38,NaN,NaN,NaN
tr|H0Y2R3|H0Y2R3_HUMAN,6LTH_L,2.8e-138,1171.35,150.93,220.63,111.98
tr|H0YAB3|H0YAB3_HUMAN,2PM7_C,3.9e-49,354.98,250.59,79.70,238.01
tr|H0YCQ6|H0YCQ6_HUMAN,6OFB_B,5.1e-24,190.02,120.81,36.79,115.23
tr|H0YDM4|H0YDM4_HUMAN,6B9H_A,2.7e-31,222.96,178.03,37.98,173.96
tr|H0YLC5|H0YLC5_HUMAN,6T90_K,1.5e-10,102.14,75.67,12.95,74.67
tr|H0YM93|H0YM93_HUMAN,7KOG_A,7.4e-30,209.88,171.42,19.21,170.28
tr|H0YNG5|H0YNG5_HUMAN,3BVX_A,1.5e-135,1069.4,346.99,305.02,249.03
tr|H3BQX0|H3BQX0_HUMAN,5NW7_A,3.6e-32,224.37,169.09,44.10,162.79
tr|H3BT37|H3BT37_HUMAN,3RF2_A,1.6e-05,51.05,47.41,0.84,47.41
tr|H3BVB7|H3BVB7_HUMAN,6KHF_A,34.0,26.05,NaN,NaN,NaN
tr|H3BVE4|H3BVE4_HUMAN,1CF7_A,5.3e-19,111.09,103.51,8.79,103.12
tr|H7BXY3|H7BXY3_HUMAN,5VHE_A,3.3e-114,934.05,201.19,174.79,163.40
tr|H7C1B9|H7C1B9_HUMAN,6VRK_A,1e-07,73.93,67.01,5.21,66.81
tr|H7C316|H7C316_HUMAN,7PD3_y,9.2e-27,191.07,98.69,45.20,90.76
tr|H7C5C1|H7C5C1_HUMAN,5LC5_h,9.5e-16,107.53,102.41,2.76,102.37
tr|H9KVA6|H9KVA6_HUMAN,4B1V_M,6.7e-08,53.59,53.59,0.00,53.59
tr|I3L2R3|I3L2R3_HUMAN,6KZJ_C,3.2e-10,71.85,71.85,0.00,71.85
tr|J3KMY5|J3KMY5_HUMAN,6W5V_D,2e-25,149.32,116.24,11.67,115.69
tr|J3KMZ0|J3KMZ0_HUMAN,5KDJ_B,140.0,29.41,NaN,NaN,NaN
tr|J3KNN9|J3KNN9_HUMAN,6QNX_C,6.5e-15,149.87,76.74,18.04,74.78
tr|J3KNR0|J3KNR0_HUMAN,6C9D_A,1.3e-82,561.5,237.78,24.54,236.81
tr|J3KP36|J3KP36_HUMAN,6J4Z_W,350.0,34.95,NaN,NaN,NaN
tr|J3KRL0|J3KRL0_HUMAN,7KOG_A,7.8e-94,708.0,584.13,51.72,581.78
tr|J3KRP4|J3KRP4_HUMAN,6VKL_B,96.0,29.1,NaN,NaN,NaN
tr|J3KTJ3|J3KTJ3_HUMAN,4WZD_25,5.9e-19,108.25,92.56,8.09,92.18
tr|K7EIK5|K7EIK5_HUMAN,2Y73_A,3.4e-15,129.96,102.88,10.14,102.41
tr|K7EL76|K7EL76_HUMAN,6SWU_D,1.4e-17,126.52,84.51,12.86,83.56
tr|K7ER27|K7ER27_HUMAN,7SXO_F,1.2e-46,361.15,70.64,25.49,68.33
tr|M0QY66|M0QY66_HUMAN,7DVQ_4,8.7e-22,188.78,92.06,31.41,86.76
sp|P0CG23|ZN853_HUMAN,6QNX_C,2.8e-25,230.3,100.39,37.35,93.61
tr|Q3BDU5|Q3BDU5_HUMAN,7D9N_A,3.4e-12,94.61,76.60,10.16,75.94
tr|Q49AN9|Q49AN9_HUMAN,5YZG_i,3.2e-09,73.09,55.66,6.60,55.27
sp|Q5EBN2|TRI61_HUMAN,6QAJ_B,5.6e-16,116.86,80.77,21.96,77.91
tr|Q5JRP2|Q5JRP2_HUMAN,3G5C_A,4.8e-91,677.3,234.54,159.36,194.66
tr|Q5JXI2|Q5JXI2_HUMAN,2JTN_A,3.5e-14,90.22,65.92,9.79,65.27
tr|Q5SWX3|Q5SWX3_HUMAN,5U6Y_J,5.7e-70,431.21,236.99,21.55,236.14
tr|Q5U8S2|Q5U8S2_HUMAN,4J2C_C,2.5e-22,139.3,92.09,38.08,84.27
tr|Q5VUB8|Q5VUB8_HUMAN,4XJV_A,4.8e-14,88.09,60.18,3.87,60.06
tr|Q5VZZ6|Q5VZZ6_HUMAN,7PY2_C,2.9e-26,202.76,87.72,31.97,82.38
tr|Q5W005|Q5W005_HUMAN,6VWU_A,7.1e-06,64.08,59.55,4.54,59.37
sp|Q6PK57|DMP34_HUMAN,7AX3_K,1.4e-13,112.27,94.19,18.00,92.44
sp|Q8N755|S66A3_HUMAN,5XPD_A,4.4e-12,95.4,75.10,14.35,73.83
sp|Q8N7S6|ARI2O_HUMAN,3FXD_B,61.0,27.0,NaN,NaN,NaN
sp|Q96KF7|SMIM8_HUMAN,6LO8_B,170.0,25.63,NaN,NaN,NaN
sp|Q9H607|OCEL1_HUMAN,7OKY_M,5.4e-15,136.14,116.47,11.73,115.90
sp|Q9NX36|DJC28_HUMAN,3LZ8_B,0.00016,61.56,NaN,NaN,NaN
sp|Q9Y4M8|CH071_HUMAN,4LRX_B,360.0,23.84,NaN,NaN,NaN
tr|S4R469|S4R469_HUMAN,7DVQ_4,1.6e-11,109.49,58.60,11.74,57.53
tr|A0A075B752|A0A075B752_HUMAN,1W3W_A,9.8e-56,348.44,276.70,44.60,269.04
tr|A0A075B7E7|A0A075B7E7_HUMAN,1XMH_D,95.0,26.71,NaN,NaN,NaN
tr|A0A087WUE5|A0A087WUE5_HUMAN,5LTL_B,3e-16,95.91,72.45,6.20,72.19
tr|A0A087WW00|A0A087WW00_HUMAN,5A4P_A,2.9e-23,156.77,92.51,16.55,91.19
tr|A0A087WW29|A0A087WW29_HUMAN,6BRH_B,0.29,45.05,NaN,NaN,NaN
tr|A0A087WWA2|A0A087WWA2_HUMAN,6S7T_E,180.0,22.85,NaN,NaN,NaN
tr|A0A087WXB3|A0A087WXB3_HUMAN,6BRH_B,0.76,50.18,NaN,NaN,NaN
tr|A0A087WXG6|A0A087WXG6_HUMAN,5D5V_D,1.8e-05,44.96,NaN,NaN,NaN
tr|A0A087WXI2|A0A087WXI2_HUMAN,7KWO_V,1.4e-132,1226.17,697.35,431.71,535.91
tr|A0A087WY05|A0A087WY05_HUMAN,6CRI_M,2.3,29.22,NaN,NaN,NaN
tr|A0A087WYF0|A0A087WYF0_HUMAN,6BK8_P,7.9e-07,81.9,81.90,0.00,81.90
tr|A0A087WYS8|A0A087WYS8_HUMAN,2X24_A,2.7e-06,72.27,71.10,0.68,71.10
tr|A0A087WZF9|A0A087WZF9_HUMAN,7ANE_at,100.0,19.93,NaN,NaN,NaN
tr|A0A087X085|A0A087X085_HUMAN,7D8A_A,3.4e-29,205.0,125.41,42.92,118.86
tr|A0A087X0W0|A0A087X0W0_HUMAN,5HZH_A,7.4,22.44,NaN,NaN,NaN
tr|A0A087X0X7|A0A087X0X7_HUMAN,5KHE_B,40.0,24.92,NaN,NaN,NaN
tr|A0A087X203|A0A087X203_HUMAN,4B9D_B,1.1e-45,276.37,232.11,12.66,231.77
tr|A0A087X223|A0A087X223_HUMAN,2L5Y_A,0.007,50.02,NaN,NaN,NaN
tr|A0A096LP59|A0A096LP59_HUMAN,5GRQ_D,0.88,31.24,NaN,NaN,NaN
tr|A0A0A0MSP7|A0A0A0MSP7_HUMAN,5L04_A,5.4e-26,244.34,132.34,39.74,127.49
tr|A0A0A0MTP9|A0A0A0MTP9_HUMAN,4PGR_A,5e-17,121.02,119.67,1.35,119.66
tr|A0A0B4J222|A0A0B4J222_HUMAN,5CK3_B,8.4e-15,114.61,72.38,7.62,71.98
tr|A0A0B4J2A8|A0A0B4J2A8_HUMAN,5UX4_B,14.0,26.86,NaN,NaN,NaN
tr|A0A0C4DFQ3|A0A0C4DFQ3_HUMAN,6QNX_C,1.8e-55,448.5,101.87,57.20,90.34
tr|A0A0C4DFW7|A0A0C4DFW7_HUMAN,6FMQ_B,2.2e-30,201.1,139.20,30.38,135.51
tr|A0A0C4DG46|A0A0C4DG46_HUMAN,6PW5_D,8.3e-22,179.53,122.44,19.14,120.87
tr|A0A0C4DGL7|A0A0C4DGL7_HUMAN,7C6O_A,550.0,30.18,NaN,NaN,NaN
tr|A0A0C4DGV3|A0A0C4DGV3_HUMAN,3AFO_B,2.9,38.2,NaN,NaN,NaN
tr|A0A0D9SF83|A0A0D9SF83_HUMAN,2FEB_A,4.0,19.22,NaN,NaN,NaN
tr|A0A0D9SFH4|A0A0D9SFH4_HUMAN,1SJJ_A,0.00055,47.85,NaN,NaN,NaN
tr|A0A0G2JKQ6|A0A0G2JKQ6_HUMAN,6ZPN_B,170.0,18.43,NaN,NaN,NaN
tr|A0A0G2JKT9|A0A0G2JKT9_HUMAN,6Z1P_BR,16.0,16.12,NaN,NaN,NaN
tr|A0A0G2JLW4|A0A0G2JLW4_HUMAN,2L4W_A,45.0,24.87,NaN,NaN,NaN
tr|A0A0G2JM05|A0A0G2JM05_HUMAN,5OR7_C,2e-08,71.05,65.31,5.74,65.06
tr|A0A0G2JM25|A0A0G2JM25_HUMAN,7VTQ_K,1.5e-77,617.0,132.54,121.50,105.08
tr|A0A0G2JN18|A0A0G2JN18_HUMAN,7NXD_B,14.0,38.95,NaN,NaN,NaN
tr|A0A0G2JP93|A0A0G2JP93_HUMAN,3VH8_G,7.8e-29,184.97,77.06,22.09,74.87
tr|A0A0G2JPY8|A0A0G2JPY8_HUMAN,1NKR_A,2.2e-19,118.57,87.06,16.65,85.45
tr|A0A0G2JQN5|A0A0G2JQN5_HUMAN,5I8Y_A,2.2e-19,118.01,109.76,12.20,109.01
tr|A0A0G2JR26|A0A0G2JR26_HUMAN,4ZO4_D,23.0,28.45,NaN,NaN,NaN
tr|A0A0G2JRV3|A0A0G2JRV3_HUMAN,6LTJ_M,8e-119,806.24,345.39,227.60,276.32
tr|A0A0U1RQP7|A0A0U1RQP7_HUMAN,1QC6_B,3.2e-11,78.66,63.67,7.19,63.27
tr|A0A0U1RQT0|A0A0U1RQT0_HUMAN,4YE6_A,3.6e-58,431.1,174.50,136.27,135.67
tr|A0A0U1RRF3|A0A0U1RRF3_HUMAN,3J92_1,0.12,25.9,NaN,NaN,NaN
tr|A0A140T9B6|A0A140T9B6_HUMAN,2WY3_A,4.7e-15,100.03,68.35,17.37,66.08
sp|A0A1B0GTU2|CTXD1_HUMAN,6FTI_1,4.8,30.02,NaN,NaN,NaN
sp|A0A1B0GUA9|CM046_HUMAN,7ANE_BM,380.0,27.81,NaN,NaN,NaN
tr|A0A1B0GUH0|A0A1B0GUH0_HUMAN,4ATU_I,1.4e-23,215.77,108.39,32.85,103.79
tr|A0A1B0GUU8|A0A1B0GUU8_HUMAN,6JPA_C,1.6e-54,373.85,185.64,100.98,155.99
tr|A0A1B0GVT3|A0A1B0GVT3_HUMAN,6KIP_B,1.2e-38,265.2,165.30,60.86,155.57
tr|A0A1B0GVZ7|A0A1B0GVZ7_HUMAN,6ODM_B,10.0,40.13,NaN,NaN,NaN
tr|A0A1B0GW72|A0A1B0GW72_HUMAN,2RGN_E,7.4e-24,191.21,139.79,32.66,135.34
tr|A0A1B0GXE1|A0A1B0GXE1_HUMAN,5WTS_A,3e-07,67.27,52.46,6.54,52.05
tr|A0A1W2PNP0|A0A1W2PNP0_HUMAN,7W72_T,1.4e-110,805.46,805.46,0.00,805.46
tr|A0A1W2PPQ7|A0A1W2PPQ7_HUMAN,7W72_T,6.4e-59,429.78,429.78,0.00,429.78
tr|A0A1W2PQK2|A0A1W2PQK2_HUMAN,6NE6_A,6.3e-09,67.62,54.94,6.63,54.54
tr|A0A1W2PQZ2|A0A1W2PQZ2_HUMAN,2QWU_B,92.0,25.23,NaN,NaN,NaN
tr|A0A1Y8EM58|A0A1Y8EM58_HUMAN,5CCB_B,350.0,13.33,NaN,NaN,NaN
tr|A0A286YFF3|A0A286YFF3_HUMAN,6FSW_A,1.6,31.14,NaN,NaN,NaN
tr|A0A2R8Y5P4|A0A2R8Y5P4_HUMAN,2NU8_B,0.003,47.32,NaN,NaN,NaN
tr|A0A2R8Y693|A0A2R8Y693_HUMAN,6WCZ_A,1.4e-31,248.32,187.14,37.16,183.62
tr|A0A2R8Y6K5|A0A2R8Y6K5_HUMAN,6APL_C,2.8e-12,104.01,78.64,16.20,77.07
tr|A0A2R8Y7E6|A0A2R8Y7E6_HUMAN,7C4J_I,0.14,63.94,NaN,NaN,NaN
tr|A0A2R8Y7H6|A0A2R8Y7H6_HUMAN,1T98_A,150.0,18.88,NaN,NaN,NaN
tr|A0A2R8YCL0|A0A2R8YCL0_HUMAN,6Z1P_BK,1.7e-11,102.05,84.14,6.77,83.87
tr|A0A2R8YCW7|A0A2R8YCW7_HUMAN,6TL1_B,0.037,37.33,NaN,NaN,NaN
tr|A0A2R8YEH1|A0A2R8YEH1_HUMAN,3HD6_A,5.6e-78,562.82,260.53,127.21,237.38
tr|A0A2R8YFM9|A0A2R8YFM9_HUMAN,6EWP_B,5.2,40.54,NaN,NaN,NaN
tr|A0A2R8YGI6|A0A2R8YGI6_HUMAN,6UD5_B,75.0,32.51,NaN,NaN,NaN
tr|A0A3B3IRV2|A0A3B3IRV2_HUMAN,6X3M_I,7.5e-05,57.64,NaN,NaN,NaN
tr|A0A3B3IS41|A0A3B3IS41_HUMAN,5M0J_H,36.0,33.29,NaN,NaN,NaN
tr|A0A3B3IS42|A0A3B3IS42_HUMAN,1ZCB_A,5.8e-07,53.79,52.02,1.78,51.99
tr|A0A3B3IS51|A0A3B3IS51_HUMAN,6GJE_A,9.1,34.53,NaN,NaN,NaN
tr|A0A3B3ISV1|A0A3B3ISV1_HUMAN,6CAJ_B,1.5e-55,391.96,124.33,91.98,105.40
tr|A0A3B3ITD4|A0A3B3ITD4_HUMAN,6VAB_B,0.00021,52.4,NaN,NaN,NaN
tr|A0A3B3ITL6|A0A3B3ITL6_HUMAN,6V3F_A,670.0,21.97,NaN,NaN,NaN
tr|A0A494C040|A0A494C040_HUMAN,6YWY_7,9.7,27.01,NaN,NaN,NaN
tr|A0A494C0A0|A0A494C0A0_HUMAN,4X4W_A,7.9e-12,94.81,72.90,7.34,72.57
tr|A0A494C0D5|A0A494C0D5_HUMAN,7P5J_A,68.0,25.39,NaN,NaN,NaN
tr|A0A494C0J0|A0A494C0J0_HUMAN,2OIT_A,3e-16,118.59,108.11,12.40,107.37
tr|A0A494C0U2|A0A494C0U2_HUMAN,1XSZ_B,1.5e-26,182.2,138.53,20.74,137.08
tr|A0A494C133|A0A494C133_HUMAN,6TMK_Q,170.0,26.5,NaN,NaN,NaN
tr|A0A494C1K2|A0A494C1K2_HUMAN,4NUT_B,14.0,25.06,NaN,NaN,NaN
tr|A0A590UJB8|A0A590UJB8_HUMAN,3LUT_A,1.4e-08,62.86,53.40,3.59,53.29
tr|A0A590UJE9|A0A590UJE9_HUMAN,6B3E_C,2e-14,94.99,60.50,4.58,60.34
tr|A0A590UK23|A0A590UK23_HUMAN,5XSY_A,4.9e-15,127.71,115.27,10.85,114.75
tr|A0A590UK81|A0A590UK81_HUMAN,2XKX_B,1.2e-101,735.35,139.85,118.91,115.11
tr|A0A5F9ZH73|A0A5F9ZH73_HUMAN,5L04_A,0.061,42.13,NaN,NaN,NaN
tr|A0A5F9ZHI8|A0A5F9ZHI8_HUMAN,2K5C_A,16.0,32.53,NaN,NaN,NaN
tr|A0A5F9ZHN2|A0A5F9ZHN2_HUMAN,6CGA_D,7.6e-19,143.46,140.36,4.38,140.29
tr|A0A669KAV7|A0A669KAV7_HUMAN,6QNX_C,1.9e-12,150.25,90.82,34.33,85.63
tr|A0A6Q8JT31|A0A6Q8JT31_HUMAN,6QP6_A,0.0084,54.19,NaN,NaN,NaN
tr|A0A6Q8NYF4|A0A6Q8NYF4_HUMAN,2B9L_A,5e-40,268.97,169.64,57.35,157.07
tr|A0A6Q8PF44|A0A6Q8PF44_HUMAN,3O4X_F,9.6e-49,389.0,216.62,85.76,198.08
tr|A0A6Q8PG02|A0A6Q8PG02_HUMAN,6HLU_A,9.5e-09,104.84,77.93,9.13,77.40
tr|A0A6Q8PG49|A0A6Q8PG49_HUMAN,7K1W_F,4.6e-13,107.23,107.23,0.00,107.23
tr|A0A6Q8PG92|A0A6Q8PG92_HUMAN,6FUL_A,1.4e-89,716.18,114.88,79.71,105.27
tr|A0A6Q8PG99|A0A6Q8PG99_HUMAN,6U42_7E,200.0,21.03,NaN,NaN,NaN
tr|A0A6Q8PGC7|A0A6Q8PGC7_HUMAN,3O4X_F,5.7e-43,342.67,209.17,76.40,193.11
tr|A0A6Q8PGP9|A0A6Q8PGP9_HUMAN,4B8C_K,0.03,57.49,NaN,NaN,NaN
tr|A0A6Q8PHH3|A0A6Q8PHH3_HUMAN,6TED_Z,30.0,27.2,NaN,NaN,NaN
tr|A0A6Q8PHM6|A0A6Q8PHM6_HUMAN,6PNJ_L,120.0,21.94,NaN,NaN,NaN
tr|A0A6Q8PHS3|A0A6Q8PHS3_HUMAN,7NRC_A,21.0,41.19,NaN,NaN,NaN
tr|A0A7I2PK40|A0A7I2PK40_HUMAN,5Y7Y_A,7e-32,230.22,111.53,36.92,106.72
tr|A0A7I2V2T6|A0A7I2V2T6_HUMAN,7K9T_B,4e-31,222.04,133.67,77.45,110.41
tr|A0A7I2V3B4|A0A7I2V3B4_HUMAN,1MQS_A,1.6e-69,523.31,317.37,68.15,310.03
tr|A0A7I2V3F6|A0A7I2V3F6_HUMAN,7RRO_R,71.0,31.03,NaN,NaN,NaN
tr|A0A7I2V481|A0A7I2V481_HUMAN,4X2M_B,3.7,25.8,NaN,NaN,NaN
tr|A0A7I2V4R0|A0A7I2V4R0_HUMAN,1MQS_A,1.6e-76,571.5,358.59,78.74,348.15
tr|A0A7I2V6D3|A0A7I2V6D3_HUMAN,5D39_A,42.0,22.46,NaN,NaN,NaN
tr|A0A7P0T947|A0A7P0T947_HUMAN,3IAG_C,7.3e-126,893.51,861.23,26.99,860.80
tr|A0A7P0T953|A0A7P0T953_HUMAN,7NXD_A,33.0,30.37,NaN,NaN,NaN
tr|A0A7P0T975|A0A7P0T975_HUMAN,6JPL_C,0.0089,55.59,NaN,NaN,NaN
tr|A0A7P0T983|A0A7P0T983_HUMAN,1CS8_A,8e-45,277.87,152.29,51.19,144.51
tr|A0A7P0T9U8|A0A7P0T9U8_HUMAN,6PST_J,53.0,33.45,NaN,NaN,NaN
tr|A0A7P0T9V6|A0A7P0T9V6_HUMAN,4V7E_BM,12.0,24.9,NaN,NaN,NaN
tr|A0A7P0TA62|A0A7P0TA62_HUMAN,5L78_B,3.4e-40,287.82,168.73,72.92,154.50
tr|A0A7P0TB09|A0A7P0TB09_HUMAN,6F38_p,36.0,27.96,NaN,NaN,NaN
tr|A0A7P0Z447|A0A7P0Z447_HUMAN,5J1I_A,2.6e-09,79.51,68.69,6.95,68.33
tr|A0A7P0Z4J9|A0A7P0Z4J9_HUMAN,4JHN_D,2e-16,162.33,106.54,17.55,105.17
tr|A0A804HHZ9|A0A804HHZ9_HUMAN,5MLF_F,68.0,30.04,NaN,NaN,NaN
tr|A0A804HK02|A0A804HK02_HUMAN,6YXY_Ao,3.9e-14,162.95,114.26,21.03,112.25
tr|A0A804HKY7|A0A804HKY7_HUMAN,3WI3_C,45.0,22.31,NaN,NaN,NaN
tr|A0A804HL50|A0A804HL50_HUMAN,7MN6_A,3e-27,289.63,201.57,64.45,190.80
tr|A0A8I5KNX5|A0A8I5KNX5_HUMAN,5NZZ_D,5.2e-20,177.64,115.79,29.44,112.16
tr|A0A8I5KQK7|A0A8I5KQK7_HUMAN,4CJA_A,1.9e-51,390.27,226.44,59.36,219.43
tr|A0A8I5KR00|A0A8I5KR00_HUMAN,3J09_A,0.00045,70.03,56.82,5.14,56.59
tr|A0A8I5KRG4|A0A8I5KRG4_HUMAN,2NN6_A,9.3e-37,254.78,182.85,31.25,180.23
tr|A0A8I5KRP9|A0A8I5KRP9_HUMAN,6FSA_B,3.3e-16,126.05,93.89,12.40,93.03
tr|A0A8I5KRS3|A0A8I5KRS3_HUMAN,5VG2_B,48.0,22.38,NaN,NaN,NaN
tr|A0A8I5KUM3|A0A8I5KUM3_HUMAN,5YBJ_A,6.4e-37,248.68,128.35,22.50,126.50
tr|A0A8I5KV85|A0A8I5KV85_HUMAN,6Y6E_A,5.3e-26,199.64,114.06,52.66,103.31
tr|A0A8I5KXQ2|A0A8I5KXQ2_HUMAN,6QAJ_B,2.3e-14,115.07,98.09,14.39,96.80
tr|A0A8I5KXT5|A0A8I5KXT5_HUMAN,5NZV_J,3.3e-20,196.72,115.71,13.13,115.06
tr|A0A8I5QJE1|A0A8I5QJE1_HUMAN,7EWR_C,5.9e-33,230.48,111.87,64.17,97.14
tr|A0A8I5QJG5|A0A8I5QJG5_HUMAN,4IHL_P,7.2e-11,67.08,67.08,0.00,67.08
tr|A0A8I5QJI2|A0A8I5QJI2_HUMAN,7EGG_H,2.2e-35,248.26,132.01,62.96,120.62
tr|A0A8I5QJQ0|A0A8I5QJQ0_HUMAN,7OBQ_u,0.05,51.75,NaN,NaN,NaN
