query_id,best_hit,best_evalue,best_score,score_mean,score_std,score_gmean
tr|A0A8V8TLL2|A0A8V8TLL2_HUMAN,4B8J_A,4.1e-59,396.4,157.87,69.78,145.52
tr|A0A8V8TN42|A0A8V8TN42_HUMAN,6W6W_C,7.9e-60,401.4,172.34,113.57,142.40
tr|A0A8V8TNW2|A0A8V8TNW2_HUMAN,5X55_B,1.1e-41,305.41,271.05,15.39,270.61
tr|A0A8V8TP62|A0A8V8TP62_HUMAN,2ERJ_B,2.6e-15,111.72,74.89,14.99,73.56
tr|A0A8V8TPM0|A0A8V8TPM0_HUMAN,2KZ5_A,9.8e-16,127.39,102.56,22.96,99.81
tr|A0A994J6N3|A0A994J6N3_HUMAN,6WM3_R,6.4e-108,856.34,620.45,213.23,566.65
tr|A0A994J7L5|A0A994J7L5_HUMAN,5W5C_F,3.7e-39,226.83,90.29,36.96,84.93
tr|A0A994J7T3|A0A994J7T3_HUMAN,6MDN_D,1.6e-118,858.16,105.47,68.66,97.90
sp|A2RUT3|TMM89_HUMAN,4OJD_H,320.0,26.15,NaN,NaN,NaN
tr|A6NCR4|A6NCR4_HUMAN,5W5C_F,4.1e-26,162.16,74.08,27.47,70.28
tr|A6NEM5|A6NEM5_HUMAN,7W72_K,1.2e-72,491.97,228.19,71.27,220.49
sp|A6NFN9|ANKUB_HUMAN,3J9P_D,0.031,58.98,NaN,NaN,NaN
tr|B1AQK6|B1AQK6_HUMAN,7MIY_A,0.0,3762.81,312.87,486.39,194.81
tr|B4DR12|B4DR12_HUMAN,7VGQ_B,1.5e-06,71.75,71.75,0.00,71.75
tr|B5MDS5|B5MDS5_HUMAN,1M5I_A,2.2e-34,255.08,93.44,36.56,88.89
tr|B9ZVU2|B9ZVU2_HUMAN,6PEV_F,1.3e-50,377.06,254.29,59.77,247.90
tr|C9JKI3|C9JKI3_HUMAN,6QP6_A,49.0,31.64,NaN,NaN,NaN
tr|C9JMN9|C9JMN9_HUMAN,5XF7_A,5.7e-47,349.84,116.30,56.57,107.54
tr|C9JNU6|C9JNU6_HUMAN,2LON_A,2.3e-17,107.34,84.49,15.88,82.98
tr|C9JUE0|C9JUE0_HUMAN,1OEY_K,5.3e-17,115.28,60.59,18.58,58.49
tr|D6R967|D6R967_HUMAN,7BTN_A,7.3e-40,271.62,154.13,63.48,142.47
tr|D6RB88|D6RB88_HUMAN,1XK5_A,410.0,20.57,NaN,NaN,NaN
tr|D6RBM2|D6RBM2_HUMAN,6Y7F_B,3.3e-41,254.52,254.52,0.00,254.52
tr|D6RGG3|D6RGG3_HUMAN,4CN9_B,2.3e-29,253.77,117.13,32.03,113.28
tr|D6RHY9|D6RHY9_HUMAN,4ILO_B,8.7,26.4,NaN,NaN,NaN
tr|E5RFS5|E5RFS5_HUMAN,2H8H_A,8.4e-31,210.76,79.45,33.74,73.66
tr|E5RHM4|E5RHM4_HUMAN,7MQA_LU,6.6e-17,116.18,102.59,18.82,100.68
tr|E5RJ86|E5RJ86_HUMAN,4GMO_A,0.63,41.96,NaN,NaN,NaN
tr|E7EP17|E7EP17_HUMAN,7KZN_A,0.0,5151.02,1440.31,1877.64,455.30
tr|E7ES21|E7ES21_HUMAN,5N0K_A,1.4e-139,1084.61,241.33,252.19,181.89
tr|E7ES28|E7ES28_HUMAN,6VYH_A,2.8e-07,76.82,76.82,0.00,76.82
tr|E7ESY4|E7ESY4_HUMAN,7AOA_A,1.2e-179,1358.04,163.16,283.24,106.56
tr|E7EVD6|E7EVD6_HUMAN,6VHH_B,5.9e-166,1332.35,191.81,149.82,155.28
tr|E7EVE9|E7EVE9_HUMAN,7O4J_0,5.3e-126,931.26,189.34,225.47,124.33
tr|E7EVG6|E7EVG6_HUMAN,5A2V_B,0.0012,69.95,NaN,NaN,NaN
tr|E9PCT3|E9PCT3_HUMAN,7NXD_B,130.0,25.88,NaN,NaN,NaN
tr|E9PEG3|E9PEG3_HUMAN,7KW7_F,1.9e-07,98.53,80.57,8.08,80.20
tr|E9PIC5|E9PIC5_HUMAN,6WVG_B,34.0,34.08,NaN,NaN,NaN
sp|E9PJI5|NPIA7_HUMAN,6TF9_SP1,140.0,34.15,NaN,NaN,NaN
tr|E9PJX4|E9PJX4_HUMAN,6NFA_A,6.3e-46,328.7,178.39,75.92,161.01
tr|E9PKK7|E9PKK7_HUMAN,2H9F_A,1.7e-08,81.35,77.81,3.79,77.71
tr|E9PQT8|E9PQT8_HUMAN,5XFO_A,1.5e-52,338.45,149.42,103.87,118.80
tr|F5H248|F5H248_HUMAN,4D18_G,2.1e-27,186.58,125.98,39.25,120.35
tr|F5H6P3|F5H6P3_HUMAN,7ETW_A,1.9e-18,135.16,126.16,9.01,125.84
tr|F6S4E6|F6S4E6_HUMAN,7APK_h,2.8e-38,238.51,120.52,24.09,118.28
tr|F8VPI5|F8VPI5_HUMAN,4XQ7_A,3.6e-28,208.19,108.35,39.00,102.65
tr|F8VW93|F8VW93_HUMAN,1PWH_C,7.8e-05,50.17,NaN,NaN,NaN
tr|G3V1X7|G3V1X7_HUMAN,6WWA_Y,9.4,24.95,NaN,NaN,NaN
tr|G3V3J3|G3V3J3_HUMAN,1IC8_B,6.3e-11,89.79,63.85,13.83,62.46
tr|G3V5Z7|G3V5Z7_HUMAN,6TCZ_e,4.4e-31,216.62,114.37,32.15,110.06
tr|G8JLH2|G8JLH2_HUMAN,1QB0_A,5.3e-38,260.69,113.49,67.47,98.44
tr|H0Y6Y6|H0Y6Y6_HUMAN,2H26_A,1.6e-26,169.95,116.20,29.14,112.16
tr|H0YA82|H0YA82_HUMAN,7LMB_H,1.2e-27,236.03,89.45,36.13,83.95
tr|H0YAC5|H0YAC5_HUMAN,6GYU_A,570.0,25.9,NaN,NaN,NaN
tr|H0YCN2|H0YCN2_HUMAN,6RYU_W,2.4e-06,102.88,79.21,11.41,78.47
tr|H0YCY5|H0YCY5_HUMAN,7EF9_A,3e-14,115.82,85.99,20.45,83.33
tr|H0YIV9|H0YIV9_HUMAN,2Y69_T,1.3e-12,91.87,75.74,9.83,75.08
tr|H0YJF2|H0YJF2_HUMAN,6O9L_3,4e-19,133.43,99.60,24.86,96.55
tr|H0YJI9|H0YJI9_HUMAN,6C9D_A,1.6e-83,568.29,251.16,24.52,250.23
tr|H0YKL9|H0YKL9_HUMAN,5LPX_A,1.4e-18,118.05,77.56,10.24,76.92
tr|H0YNH8|H0YNH8_HUMAN,6PW5_D,6.9e-22,218.55,143.73,23.53,141.72
tr|H3BMZ9|H3BMZ9_HUMAN,1PMI_A,1.1e-40,285.09,210.13,57.30,201.78
sp|H3BPF8|GOG8S_HUMAN,6K06_A,3.9e-10,80.85,78.23,2.61,78.19
tr|H3BRM0|H3BRM0_HUMAN,7O1B_B,5.2e-16,100.15,67.12,13.45,65.91
tr|H3BST1|H3BST1_HUMAN,6IAN_D,32.0,31.59,NaN,NaN,NaN
tr|H3BTD1|H3BTD1_HUMAN,7OBR_u,130.0,24.84,NaN,NaN,NaN
tr|H3BUD0|H3BUD0_HUMAN,2F42_A,8.4e-17,106.76,99.91,6.86,99.67
tr|H7BXZ6|H7BXZ6_HUMAN,5KU1_A,1.5e-46,314.75,68.91,40.95,64.38
tr|H7C433|H7C433_HUMAN,7EGG_D,310.0,31.54,NaN,NaN,NaN
tr|H7C481|H7C481_HUMAN,7MEX_A,2.2e-06,93.65,93.65,0.00,93.65
tr|H7C4D0|H7C4D0_HUMAN,3BJC_A,1.9e-73,531.97,255.21,82.49,233.86
tr|I3L2R9|I3L2R9_HUMAN,6KZJ_C,8e-18,109.25,109.25,0.00,109.25
tr|I3L3Y1|I3L3Y1_HUMAN,2I99_A,1e-11,86.38,72.45,5.40,72.26
tr|I3L426|I3L426_HUMAN,7KEK_E,9.1e-08,82.5,63.01,5.57,62.77
tr|J3KMW3|J3KMW3_HUMAN,2KGJ_A,0.0024,35.78,NaN,NaN,NaN
tr|J3KQE5|J3KQE5_HUMAN,3GJ0_B,3.7e-31,175.91,111.57,11.04,111.04
tr|J3KSQ5|J3KSQ5_HUMAN,6M17_D,3.3e-11,108.55,98.99,10.33,98.40
tr|J3QLE9|J3QLE9_HUMAN,2QXL_A,2.6e-48,357.84,166.25,81.96,148.36
tr|J3QLH0|J3QLH0_HUMAN,7VOP_A,3.9e-63,445.88,371.46,76.76,362.45
tr|K7EIR2|K7EIR2_HUMAN,4Y4Y_W,140.0,23.55,NaN,NaN,NaN
sp|P0C672|TSN19_HUMAN,6WVG_B,7.8e-19,147.3,89.23,39.48,81.44
sp|P0CL85|ST3L3_HUMAN,6QNX_A,5.5e-34,256.3,187.38,29.41,185.40
sp|P0DKB5|TPBGL_HUMAN,7C77_A,2.9e-07,81.48,72.33,5.38,72.13
sp|P0DL12|SIM17_HUMAN,7Q21_h,26.0,28.13,NaN,NaN,NaN
sp|P61580|NP10_HUMAN,7RJF_A,55.0,21.24,NaN,NaN,NaN
sp|P61583|NP5_HUMAN,2MZ8_A,170.0,22.38,NaN,NaN,NaN
sp|Q4W5P6|SIM43_HUMAN,6J40_m,13.0,27.28,NaN,NaN,NaN
tr|Q5H909|Q5H909_HUMAN,6R7T_B,1.1e-40,293.11,276.56,7.70,276.46
tr|Q5JRC6|Q5JRC6_HUMAN,4NN2_B,2.4e-10,76.02,69.59,6.99,69.22
tr|Q5JYG3|Q5JYG3_HUMAN,1URJ_B,280.0,29.16,NaN,NaN,NaN
sp|Q8N4E4|PDCL2_HUMAN,7NVM_P,2.9e-39,246.19,134.73,54.67,125.41
sp|Q8N7X8|SIGL1_HUMAN,5A2F_A,0.0014,50.61,NaN,NaN,NaN
sp|Q8NA70|FA47B_HUMAN,7RRO_H9,340.0,30.85,NaN,NaN,NaN
sp|Q96LM9|CT173_HUMAN,2WNF_A,0.0055,46.44,NaN,NaN,NaN
sp|Q9NVV2|CS073_HUMAN,4HBE_A,240.0,23.87,NaN,NaN,NaN
sp|Q9NZY2|FA30A_HUMAN,4BUP_B,1.6,32.6,NaN,NaN,NaN
sp|Q9Y6Z5|AFDDT_HUMAN,1N2L_A,210.0,23.84,NaN,NaN,NaN
tr|S4R471|S4R471_HUMAN,7V1N_K,1.2e-09,74.98,59.14,6.74,58.79
tr|U3KQ69|U3KQ69_HUMAN,7PD3_z,7.7e-52,330.79,129.15,68.07,114.02
tr|A0A075B6W3|A0A075B6W3_HUMAN,5M1H_A,32.0,21.35,NaN,NaN,NaN
tr|A0A075B6X4|A0A075B6X4_HUMAN,6TYL_J,0.0026,25.87,NaN,NaN,NaN
tr|A0A087WT04|A0A087WT04_HUMAN,5T58_B,1.3e-05,58.75,NaN,NaN,NaN
tr|A0A087WUJ8|A0A087WUJ8_HUMAN,2LOQ_A,2.9e-10,76.73,76.73,0.00,76.73
tr|A0A087WV39|A0A087WV39_HUMAN,1Z3I_X,2.8e-10,85.78,65.46,10.17,64.77
tr|A0A087WV42|A0A087WV42_HUMAN,2W5W_A,3.1,30.81,NaN,NaN,NaN
tr|A0A087WV72|A0A087WV72_HUMAN,7CCS_A,0.22,34.74,NaN,NaN,NaN
tr|A0A087WVH0|A0A087WVH0_HUMAN,4YUU_M1,25.0,19.34,NaN,NaN,NaN
tr|A0A087WW36|A0A087WW36_HUMAN,4JOD_A,7.8e-23,146.98,106.05,13.07,105.34
tr|A0A087WWH3|A0A087WWH3_HUMAN,6IGM_H,75.0,46.04,NaN,NaN,NaN
tr|A0A087WXH5|A0A087WXH5_HUMAN,4XBM_B,6.2e-10,87.69,66.01,15.02,64.23
tr|A0A087WZD4|A0A087WZD4_HUMAN,6DLP_A,4.3,33.96,NaN,NaN,NaN
tr|A0A087X0G5|A0A087X0G5_HUMAN,7C4J_I,6.4e-06,98.23,98.23,0.00,98.23
tr|A0A087X1F5|A0A087X1F5_HUMAN,2XKX_B,3.7e-12,101.15,60.49,13.76,59.15
tr|A0A087X220|A0A087X220_HUMAN,5YRX_A,5.5e-07,58.66,58.66,0.00,58.66
tr|A0A087X282|A0A087X282_HUMAN,3DJ1_A,3.2e-07,52.5,52.50,0.00,52.50
tr|A0A096LNK2|A0A096LNK2_HUMAN,6N1G_C,1e-06,63.01,59.82,3.19,59.73
tr|A0A096LNK4|A0A096LNK4_HUMAN,4MT7_A,3e-21,137.0,79.73,13.13,78.76
tr|A0A096LP23|A0A096LP23_HUMAN,6N1G_C,7.4e-06,59.32,59.32,0.00,59.32
tr|A0A096LP51|A0A096LP51_HUMAN,5EXR_F,1e-27,184.83,140.28,32.78,136.22
tr|A0A0A0MQS3|A0A0A0MQS3_HUMAN,3LCC_A,150.0,18.94,NaN,NaN,NaN
tr|A0A0A0MS16|A0A0A0MS16_HUMAN,2JUL_A,4.6e-28,177.77,71.69,21.21,69.16
tr|A0A0A0MSV9|A0A0A0MSV9_HUMAN,3F8U_B,5.2e-49,342.29,314.18,28.12,312.91
tr|A0A0A0MT38|A0A0A0MT38_HUMAN,7DPA_D,4e-45,417.87,250.09,127.19,211.85
tr|A0A0A0MT79|A0A0A0MT79_HUMAN,4OM3_D,2.6e-21,120.71,120.71,0.00,120.71
tr|A0A0A0MT91|A0A0A0MT91_HUMAN,7D3R_H,3.1e-06,38.9,38.90,0.00,38.90
tr|A0A0A6YYN8|A0A0A6YYN8_HUMAN,6GCI_A,9.3e-13,86.16,72.77,6.58,72.49
tr|A0A0B4J2C9|A0A0B4J2C9_HUMAN,6B1T_X,85.0,28.16,NaN,NaN,NaN
tr|A0A0C4DFN6|A0A0C4DFN6_HUMAN,5NZV_H,730.0,28.0,NaN,NaN,NaN
tr|A0A0C4DG55|A0A0C4DG55_HUMAN,5FR1_B,300.0,19.77,NaN,NaN,NaN
tr|A0A0C4DG59|A0A0C4DG59_HUMAN,1H8B_B,0.023,41.65,NaN,NaN,NaN
tr|A0A0C4DGE8|A0A0C4DGE8_HUMAN,7NGQ_E,1.2e-17,160.97,91.92,26.46,88.49
tr|A0A0C4DGR6|A0A0C4DGR6_HUMAN,5XMG_A,210.0,24.79,NaN,NaN,NaN
tr|A0A0C4ZNX4|A0A0C4ZNX4_HUMAN,3VH8_G,1.6e-28,180.99,76.48,19.66,74.72
tr|A0A0D9SF18|A0A0D9SF18_HUMAN,2MH0_A,0.31,29.43,NaN,NaN,NaN
tr|A0A0D9SF26|A0A0D9SF26_HUMAN,7NVU_X,24.0,23.71,NaN,NaN,NaN
tr|A0A0D9SG74|A0A0D9SG74_HUMAN,5C65_A,3.5e-13,92.88,65.76,7.61,65.37
tr|A0A0G2JIT5|A0A0G2JIT5_HUMAN,6AHU_K,4.8e-38,228.19,125.64,43.98,119.88
tr|A0A0G2JJL1|A0A0G2JJL1_HUMAN,7MQA_LW,6.6e-51,368.19,75.23,26.16,73.45
tr|A0A0G2JK88|A0A0G2JK88_HUMAN,1WB9_B,8.5e-55,435.17,391.17,47.20,387.72
tr|A0A0G2JM13|A0A0G2JM13_HUMAN,6ULC_L,11.0,29.19,NaN,NaN,NaN
tr|A0A0G2JM97|A0A0G2JM97_HUMAN,6NU2_AY,43.0,21.08,NaN,NaN,NaN
tr|A0A0G2JNS3|A0A0G2JNS3_HUMAN,1UCT_A,3.6e-18,111.48,74.40,12.95,73.31
tr|A0A0G2JPD1|A0A0G2JPD1_HUMAN,7AOH_C,570.0,22.56,NaN,NaN,NaN
tr|A0A0G2JQ38|A0A0G2JQ38_HUMAN,7OKY_M,7e-17,157.63,141.22,11.37,140.76
tr|A0A0G2JQB7|A0A0G2JQB7_HUMAN,6PW5_D,2.5e-25,214.17,141.14,24.69,138.83
tr|A0A0G2JQJ2|A0A0G2JQJ2_HUMAN,7KWO_V,1.3e-07,107.73,98.00,7.97,97.66
tr|A0A0G2JRW6|A0A0G2JRW6_HUMAN,2VP4_D,200.0,28.75,NaN,NaN,NaN
tr|A0A0G2JRY5|A0A0G2JRY5_HUMAN,7EGG_D,3.5e-121,951.95,358.00,380.36,198.83
tr|A0A0J9YW29|A0A0J9YW29_HUMAN,1QJS_A,3.7e-10,79.32,65.37,6.94,64.99
tr|A0A0J9YWV2|A0A0J9YWV2_HUMAN,3N44_F,8.5e-06,65.4,54.59,5.34,54.34
tr|A0A0J9YX41|A0A0J9YX41_HUMAN,1J1J_D,5.3,24.93,NaN,NaN,NaN
tr|A0A0J9YX61|A0A0J9YX61_HUMAN,6X48_A,3.1e-12,96.47,81.17,10.07,80.55
tr|A0A0J9YXH5|A0A0J9YXH5_HUMAN,7LGC_A,2.2e-10,88.32,88.32,0.00,88.32
tr|A0A0U1RQC3|A0A0U1RQC3_HUMAN,4H3S_A,0.0048,48.92,NaN,NaN,NaN
tr|A0A0U1RQJ1|A0A0U1RQJ1_HUMAN,3L0Q_B,2.7e-20,155.35,103.87,18.73,102.31
tr|A0A0U1RQQ4|A0A0U1RQQ4_HUMAN,3JTC_B,5.4e-10,75.82,64.89,6.79,64.54
tr|A0A140T9G9|A0A140T9G9_HUMAN,4CVZ_A,8.1e-12,85.91,64.57,8.25,63.99
tr|A0A140T9K9|A0A140T9K9_HUMAN,3S6C_A,2.9e-14,92.22,60.87,14.83,59.14
tr|A0A140T9L3|A0A140T9L3_HUMAN,6AT5_A,6.7e-36,224.85,145.70,52.12,134.56
tr|A0A140T9V5|A0A140T9V5_HUMAN,5XWE_A,0.6,29.17,NaN,NaN,NaN
tr|A0A1B0GTQ7|A0A1B0GTQ7_HUMAN,5U81_A,7e-07,59.23,59.23,0.00,59.23
tr|A0A1B0GTY7|A0A1B0GTY7_HUMAN,7N9F_z,14.0,32.77,NaN,NaN,NaN
tr|A0A1B0GW53|A0A1B0GW53_HUMAN,7N9F_z,4.7,40.31,NaN,NaN,NaN
tr|A0A1D5RMQ8|A0A1D5RMQ8_HUMAN,7ARD_K,9.9,16.27,NaN,NaN,NaN
tr|A0A1W2PNX4|A0A1W2PNX4_HUMAN,3VH8_G,2.8e-17,119.36,85.63,16.77,83.98
tr|A0A1W2PRR6|A0A1W2PRR6_HUMAN,6BW6_A,4.2e-06,65.61,65.61,0.00,65.61
tr|A0A1W2PRY4|A0A1W2PRY4_HUMAN,6S48_A,140.0,24.87,NaN,NaN,NaN
tr|A0A286YFJ5|A0A286YFJ5_HUMAN,6FMR_A,5.5,25.93,NaN,NaN,NaN
tr|A0A286YFJ7|A0A286YFJ7_HUMAN,6R4P_A,19.0,33.17,NaN,NaN,NaN
tr|A0A2R8Y211|A0A2R8Y211_HUMAN,6DDU_A,9.6e-38,286.49,147.94,75.51,129.80
tr|A0A2R8Y2H5|A0A2R8Y2H5_HUMAN,2KXE_A,250.0,22.5,NaN,NaN,NaN
tr|A0A2R8Y6L2|A0A2R8Y6L2_HUMAN,4WWU_H,0.001,54.95,NaN,NaN,NaN
tr|A0A2R8Y6U8|A0A2R8Y6U8_HUMAN,6DEE_A,59.0,27.62,NaN,NaN,NaN
tr|A0A2R8Y6Y6|A0A2R8Y6Y6_HUMAN,2HGS_A,3.6e-05,56.86,NaN,NaN,NaN
tr|A0A2R8Y712|A0A2R8Y712_HUMAN,5EJS_A,1.5e-40,304.97,169.58,97.17,142.06
tr|A0A2R8Y746|A0A2R8Y746_HUMAN,5IKN_F,1.4e-05,61.28,NaN,NaN,NaN
tr|A0A2R8Y817|A0A2R8Y817_HUMAN,6BXS_B,99.0,22.95,NaN,NaN,NaN
tr|A0A2R8Y885|A0A2R8Y885_HUMAN,6Z47_G,9.7e-09,119.74,103.39,11.33,102.76
tr|A0A2R8Y8C0|A0A2R8Y8C0_HUMAN,7F2O_R,250.0,22.8,NaN,NaN,NaN
tr|A0A2R8YCE3|A0A2R8YCE3_HUMAN,3K21_A,90.0,24.16,NaN,NaN,NaN
tr|A0A2R8YHH4|A0A2R8YHH4_HUMAN,3Q87_A,2.3,30.06,NaN,NaN,NaN
tr|A0A3B3IRT4|A0A3B3IRT4_HUMAN,3LWT_X,13.0,29.56,NaN,NaN,NaN
tr|A0A3B3IRY2|A0A3B3IRY2_HUMAN,7BQ9_A,7.2,30.31,NaN,NaN,NaN
tr|A0A3B3IS45|A0A3B3IS45_HUMAN,3DRY_C,2.2e-13,99.65,64.35,16.71,62.43
tr|A0A3B3ISR3|A0A3B3ISR3_HUMAN,6X9O_A,3.2e-13,129.57,129.57,0.00,129.57
tr|A0A3B3ITE1|A0A3B3ITE1_HUMAN,3SHW_A,3.5e-82,626.74,175.65,127.78,145.18
tr|A0A3B3ITH1|A0A3B3ITH1_HUMAN,7E8T_L,22.0,21.87,NaN,NaN,NaN
tr|A0A494C007|A0A494C007_HUMAN,1R3S_A,4.7e-08,70.92,68.59,2.33,68.55
tr|A0A494C060|A0A494C060_HUMAN,4D1E_A,5.6e-54,393.34,82.56,52.29,74.88
tr|A0A494C187|A0A494C187_HUMAN,7RYC_O,8.7e-15,115.15,97.96,8.01,97.61
tr|A0A494C199|A0A494C199_HUMAN,6N2P_G,2.9e-09,82.13,82.13,0.00,82.13
tr|A0A494C1C0|A0A494C1C0_HUMAN,4RXV_A,140.0,23.23,NaN,NaN,NaN
tr|A0A494C1N5|A0A494C1N5_HUMAN,6NT9_D,6.6e-15,115.97,84.41,18.50,82.50
tr|A0A494C1Q6|A0A494C1Q6_HUMAN,6JPA_C,1.1e-52,370.78,188.18,89.35,165.99
tr|A0A590UK27|A0A590UK27_HUMAN,6IUQ_B,2.9e-06,55.92,55.92,0.00,55.92
tr|A0A5K1VW60|A0A5K1VW60_HUMAN,3E4G_A,2.8e-24,149.34,149.34,0.00,149.34
tr|A0A6I8PRR4|A0A6I8PRR4_HUMAN,6Y8K_AAA,1.7e-13,85.7,62.03,10.12,61.25
tr|A0A6I8PU73|A0A6I8PU73_HUMAN,2Y4U_A,2.4e-29,202.59,107.16,17.57,105.80
tr|A0A6I8PU93|A0A6I8PU93_HUMAN,5KYY_B,71.0,24.16,NaN,NaN,NaN
tr|A0A6Q8PFK2|A0A6Q8PFK2_HUMAN,5N4A_A,1.4e-11,120.45,79.88,7.32,79.55
tr|A0A6Q8PFT0|A0A6Q8PFT0_HUMAN,4WNH_A,3.7e-18,139.97,109.90,18.85,108.23
tr|A0A6Q8PFW0|A0A6Q8PFW0_HUMAN,4WNH_A,2.2e-18,140.21,110.01,19.02,108.32
tr|A0A6Q8PH93|A0A6Q8PH93_HUMAN,6NQC_A,15.0,24.88,NaN,NaN,NaN
tr|A0A6Q8PHJ6|A0A6Q8PHJ6_HUMAN,6DV5_X,3.1e-21,135.01,84.15,26.70,80.56
tr|A0A6Q8PHP9|A0A6Q8PHP9_HUMAN,4L9M_A,2.3e-12,121.64,109.43,7.64,109.16
tr|A0A7I2V2S2|A0A7I2V2S2_HUMAN,7CRO_I,1.8e-54,364.72,91.39,43.51,85.32
tr|A0A7I2V376|A0A7I2V376_HUMAN,6BTC_A,59.0,24.07,NaN,NaN,NaN
tr|A0A7I2V3E8|A0A7I2V3E8_HUMAN,6CZS_A,4.9e-61,387.36,179.32,67.25,168.63
tr|A0A7I2V3N1|A0A7I2V3N1_HUMAN,6PWV_D,3.7e-21,188.11,173.65,11.28,173.27
tr|A0A7I2V3X0|A0A7I2V3X0_HUMAN,4RPU_A,2.6e-66,497.65,184.83,93.13,168.85
tr|A0A7I2V3Z5|A0A7I2V3Z5_HUMAN,6QX9_K,3.2e-10,93.77,68.46,5.94,68.21
tr|A0A7I2V4J1|A0A7I2V4J1_HUMAN,7MK1_A,70.0,19.45,NaN,NaN,NaN
tr|A0A7I2V4M8|A0A7I2V4M8_HUMAN,4IM0_A,8.4e-06,56.6,56.52,0.08,56.52
tr|A0A7I2V4Z0|A0A7I2V4Z0_HUMAN,6ES4_B,6.5e-29,194.43,96.71,35.09,90.83
tr|A0A7I2V538|A0A7I2V538_HUMAN,1C96_A,1.1e-70,537.11,369.87,84.72,358.69
tr|A0A7I2V5B8|A0A7I2V5B8_HUMAN,7B5M_T,2e-58,361.62,83.56,34.12,79.79
tr|A0A7I2V5Z0|A0A7I2V5Z0_HUMAN,6O8C_A,0.066,39.2,NaN,NaN,NaN
tr|A0A7I2V666|A0A7I2V666_HUMAN,7BX7_A,7.3e-14,85.21,70.47,14.74,68.91
tr|A0A7I2YQB7|A0A7I2YQB7_HUMAN,7B5M_T,7.3e-22,149.51,73.63,11.95,72.81
tr|A0A7I2YQQ8|A0A7I2YQQ8_HUMAN,5FW5_A,0.69,26.14,NaN,NaN,NaN
tr|A0A7I2YQR6|A0A7I2YQR6_HUMAN,6WQK_B,9.8,27.66,NaN,NaN,NaN
tr|A0A7N4I3A5|A0A7N4I3A5_HUMAN,7KRJ_C,6.4e-16,98.85,75.46,23.39,71.74
tr|A0A7P0T8X4|A0A7P0T8X4_HUMAN,3MUU_A,200.0,34.98,NaN,NaN,NaN
tr|A0A7P0T971|A0A7P0T971_HUMAN,5FTJ_B,3e-14,100.93,66.18,19.96,63.39
tr|A0A7P0T9I6|A0A7P0T9I6_HUMAN,3SZR_A,7.5e-74,521.81,232.36,140.09,191.43
tr|A0A7P0T9R9|A0A7P0T9R9_HUMAN,1NM8_A,2.8e-111,812.96,692.46,50.08,690.74
tr|A0A7P0T9V9|A0A7P0T9V9_HUMAN,3FL7_A,2.1e-105,742.08,113.98,113.68,94.33
tr|A0A7P0TAG8|A0A7P0TAG8_HUMAN,2O8N_A,1.8e-38,256.54,207.74,32.64,205.28
tr|A0A7P0TBD0|A0A7P0TBD0_HUMAN,4LS9_B,73.0,20.07,NaN,NaN,NaN
tr|A0A7P0TBE7|A0A7P0TBE7_HUMAN,7RRO_f,5.8e-32,253.25,139.65,28.13,137.26
tr|A0A7P0TBG2|A0A7P0TBG2_HUMAN,4XBM_B,1.5e-37,291.06,111.63,54.87,102.24
tr|A0A7P0Z405|A0A7P0Z405_HUMAN,5ULS_A,3.1e-08,81.49,74.13,4.64,73.99
tr|A0A7P0Z419|A0A7P0Z419_HUMAN,6Z1Q_BBB,3.4e-45,276.76,163.09,12.06,162.69
tr|A0A7P0Z427|A0A7P0Z427_HUMAN,6ICI_A,3.2e-09,80.96,63.90,6.64,63.58
tr|A0A7P0Z4E4|A0A7P0Z4E4_HUMAN,2HYE_C,0.0014,51.04,NaN,NaN,NaN
tr|A0A804HHR7|A0A804HHR7_HUMAN,6NFA_A,9.3,28.41,NaN,NaN,NaN
tr|A0A804HI13|A0A804HI13_HUMAN,7ABF_A4,32.0,44.65,NaN,NaN,NaN
tr|A0A804HI14|A0A804HI14_HUMAN,6YXY_Ao,4.3e-13,162.03,113.63,22.08,111.45
tr|A0A804HIG5|A0A804HIG5_HUMAN,5V46_A,4e-37,263.16,262.26,0.90,262.26
tr|A0A804HJ06|A0A804HJ06_HUMAN,3REG_A,8.5e-24,131.86,106.50,10.45,105.97
tr|A0A804HJ82|A0A804HJ82_HUMAN,2RF4_F,57.0,22.66,NaN,NaN,NaN
tr|A0A804HK73|A0A804HK73_HUMAN,7PY2_C,92.0,27.18,NaN,NaN,NaN
tr|A0A804HKM5|A0A804HKM5_HUMAN,6X9O_A,1300.0,28.07,NaN,NaN,NaN
tr|A0A804HL58|A0A804HL58_HUMAN,7MIT_E,2.7e-44,315.22,294.22,19.85,293.54
tr|A0A804HLK0|A0A804HLK0_HUMAN,7FH1_B,3.6e-145,1153.25,1153.25,0.00,1153.25
tr|A0A8I5KPF5|A0A8I5KPF5_HUMAN,6VTK_B,4.1e-70,478.44,366.52,58.20,362.25
tr|A0A8I5KQW2|A0A8I5KQW2_HUMAN,7DVQ_z,9.8e-66,443.09,141.26,59.45,133.66
tr|A0A8I5KSM9|A0A8I5KSM9_HUMAN,6TA7_G,2.9e-07,66.13,66.13,0.00,66.13
tr|A0A8I5KSP1|A0A8I5KSP1_HUMAN,5V87_B,1.4e-47,348.11,134.08,96.66,112.79
